Comentario,Polaridad,Aspectos
la herencia entre el empleado y gerente no se encuentra en el enunciado por lo cual el gerente no debe tener las funcionalidades del empleado y el caso de uso reservar automovil no se encuentra bien definido,-1,"herencia, empleado"
el funcionamiento de los casos de uso se encuentran bien estructurados pero el empleado no puede generar un reporte el cual le corresponde al gerente,0,"funcionamiento, casos"
muestra una buena presentacion consta de todo lo requerido dentro de la caratula y asi mismo libre de errores en el documento,1,"presentacion, caratula"
la estructura si consta de lo requerido en el caso de uso hay comunicacion entre caso de usos buen uso de las flechas y de lo demas,1,"estructura, caso"
los procedimientos contienen todos los procesos aplicados de manera correcta asi mismo la secuencia logica aplicada habiendo una asociacion entre actores y casos de usos,1,"procedimientos, procesos"
el funcionamiento cumple con la mayoria de funcionalidades y requerimientos del caso de estudio,1,"funcionamiento, mayoria"
la caratula esta completa y el enunciado sin errores,1,"caratula, completa"
la estructura esta ordenada se observan todos los elementos y se observa claramente lo que se desea realizar,1,"estructura, ordenada"
el procedimiento se observa bastante completo y bien aplicado en sus includes y extends,1,"procedimiento, includes"
la funcionalidad no se ve afectada ya que el procedimiento esta correcto y ademas estan todos los requerimientos,1,"funcionalidad, procedimiento"
la caratula cumple con todos los nombres descritos en la rubrica ademas no posee errores ortograficos,1,"caratula, nombres"
el diagrama posee todos los elementos la sintaxis de todos los casos de uso se cumple tambien,1,"diagrama, elementos"
el proceso y la secuencia logica se cumplen totalmente,1,"proceso, secuencia"
el diagrama posee todos los casos de uso solicitados en los requerimientos,1,"diagrama, casos"
tener en cuenta las faltas ortograficas a pesar que sean letras en mayusculas en general esta muy bien realizada la caratula y el enunciado,1,"cuenta, faltas"
la estructura de la tarea esta muy bien realizada es muy entendible pero falta ordenar los casos de usos con su respectivo codigo que reflejan la prioridad de cada uno,0,"estructura, tarea"
esta correctamente aplicado el uso de extends e includes pero se ha aplicado mal la herencia tomando en cuenta que los requerimientos del caso no permiten realizarlo en cuanto a secuencia logica esta excelente,0,"uso, includes"
el funcionamiento esta correcto pero existen un par de casos de usos que utilizan un objeto tratando de generalizar varios objetos lo cual no es correcto ademas no se apega a los requerimientos del caso de estudio realizando herencias entre actores las cuales nunca fueron descritas,0,"funcionamiento, par"
el documento del trabajo evaluado esta realizado de forma correcta aunque tiene informacion adicional a la solicitada razon por la cual tiene la calificacion maxima la caratula no describe los nombres del grupo ni de los integrantes y el enunciado tiene errores ortograficos menores a ,0,"documento, trabajo"
la estructura del trabajo evaluado esta realizado correctamente por lo cual se hace de facil entendimiento al momento de revisarlo,1,"estructura, trabajo"
la solucion realizada por el estudiante para el caso de estudio consta de todos los procedimientos y secuencia logica por lo cual su sistema funcionara de manera correcta,1,"solucion, estudiante"
el funcionamiento del sistema como se describio en el comentario de arriba es correcto por lo cual cumple con los requerimientos solicitados en el caso de estudio,1,"funcionamiento, sistema"
la caratula y el enunciado esta bien detallado como se pide en la rubrica de calificacion,1,"caratula, enunciado"
el diagrama cuenta con los elementos la sintaxis esta correcta y ademas se encuentra muy bien estructurada,1,"diagrama, elementos"
los procedimientos y la secuencia logica es correcta,1,"procedimientos, secuencia"
cumple con todos los requerimientos solicitados y su funcionalidad es correcta,1,"requerimientos, funcionalidad"
la caratula no tiene errores ortograficos,1,"caratula, errores"
existen algunas inconcordancia con el actor usuario no autenticado las herencias no estan bien organizadas,-1,"inconcordancia, actor"
el empleado y el gerente no pueden registrar su propio usuario,-1,"empleado, gerente"
tiene una funcionalidad correcta a excepcion de la herencia al gerente y al empleado,1,"funcionalidad, excepcion"
la caratula del trabajo consta con todo y cada uno de los parametros solicitados el enunciado describe los requerimientos sin ningun error ortografico,1,"caratula, trabajo"
la estructura contiene todos los elementos solicitados la sintaxis no esta del todo correcta los verbos si estan en infinitivo se combina de forma correcta el verbo y el objeto la comunicacion entre actores y casos de uso asi como entre casos de uso con otros casos de uso es correcta aplicando de forma correcta las flechas de los include y los extends segun el enunciado no deberia haber herencia entre todos los actores no existen islas y no se toma al sistema como un actor lo cual es correcto los casos de uso de uso tienen sus codigos la estructura esta ordenada por prioridad de forma correcta las lineas de conexion representan una asociacion adecuada entre el actor y los casos de uso asi como entre casos de uso,0,"estructura, elementos"
la solucion contiene la aplicacion de include y extend de forma correcta la herencia entre actores no se ha realizado de la forma correcta segun el analisis de los requerimientos no podria haber herencia entre los actores la solucion cuenta con un aplicacion logica y secuencial en la mayoria de las asociaciones entre actores y casos de usos por ejemplo el actor cliente activa directamente el caso de uso cancelar reservaautomovil solo logueandose sin necesidad de pasar primero por consultar la lista de reservas el error mas grave es la redundancia entre los casos de uso listar reservaautomovil y consultar reservaautomovil,0,"solucion, extend"
la solucion cumple con hacer funcionales la mayoria de los requerimientos representados en los varios casos de uso de manera correcta exceptuando los errores en la herencia la redundancia entre los varios casos de uso y la mala conexion logica entre el caso de uso cancelar reservaautomovil y el actor cliente,0,"mayoria, requerimientos"
la caratula no tiene errores ortograficos,1,"caratula, errores"
le falta codigo en los casos de uso la comunicacion entre algunos casos de uso es incorrecta no esta ordenado,-1,"codigo, casos"
la mayoria de los procesos no tiene secuencia logica utilizan objetos diferentes la aplicacion del extend es incorrecta,-1,"mayoria, procesos"
no cumple con todos lo requerimientos y la mayoria de los procesos tiene funcionalidad incorrecta,-1,"requerimientos, mayoria"
no fueron encontrados errores ortografico y la caratula cumplia con todos los requerimientos,1,"errores, caratula"
el diagrama se encuentra correctamente realizado la aplicacion de include y extend es correcta,1,diagrama
me parece inadecuada la herencia entre el gerente y el usuario no identificado ya que el enunciado no lo requiere,-1,"herencia, gerente"
no es adecuada la creacion de dos usuario ya que la autenticacion puede realizarse con un simple caso de uso no existe la autenticacion de el codigo de registro por parte del empleado y es un requerimiento,-1,"usuario, caso"
la caratula no tiene errores ortograficos,1,"caratula, errores"
a la estructura le falta llevar un mejor orden y tiene un actor de mas,-1,"estructura, orden"
los include y extends estan mal direccionados,-1,
algunos cu no estan bien direccionados usan mal los cu vasados a los requerimientos dados,-1,requerimientos
no tiene ningun error ortografico y tiene todo lo que pide la documentacion,1,error
en la estructura los codigos estan en desorden mal aplicacion de la flecha de herencia,-1,"estructura, codigos"
mal aplicado el sentido de las flechas en las herencias,-1,"sentido, flechas"
demuestra todos los requerimientos y demuestra funcionalidad,1,"requerimientos, funcionalidad"
la caratula se encuentra bien estructurado,1,caratula
la herencia entre el usuario no autenticado el empleado y el cliente no esta especificado en el enunciado porque el empleado y el gerente no necesitan loguearse,-1,"herencia, usuario"
se encuentre bien estructurado en cada caso de uso lo unico que no esta bien especificado es la herencia del gerente con el empleado,1,"caso, uso"
el funcionamiento de cada caso de uso se encuentra bien  pero lo unico que esta inconcluso es la herencia entre el usuario no autenticado con el gerente,0,"funcionamiento, caso"
la caratula esta completa y el enunciado sin errores,1,"caratula, completa"
la estructura contiene los elementos principales se puede apreciar claramente lo que quiere transmitir y la sintaxis es correcta pero no tiene codigo de caso de uso,0,"estructura, elementos"
se realiza un bucle que no tiene mucho sentido introducir alquiler y tambien se observa una indebida aplicacion del extend dentro del mismo bucle en la cual se pudo optar por el include,-1,"bucle, sentido"
no se encuentran todos los requerimientos del caso de estudio asi como tambien no se observa una correcta funcionalidad,-1,"requerimientos, caso"
